city,state,zip,address,type,year built,heat type,cooling type,garage type,HOA cost,sqft,price per sqft,buyers fee,listing price
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Salem,OR,97306,5888-Mooseberry-Ct-SE,Single family residence,Built in 2007,"Natural gas, forced air",Central air,3 Attached garage spaces,0,"9,583 sqft",$222 price/sqft,2.5% buyers agency fee,720000
Salem,OR,97301,760-East-St,Single family residence,Built in 1925,No data,No data,No garage,0,"2,765 sqft",$282 price/sqft,2.5% buyers agency fee,316000
Salem,OR,97301,1330-Market-St-NE,Single family residence,Built in 1929,Forced air,Central air,No garage,0,"6,534 sqft",$159 price/sqft,2.25% buyers agency fee,295000
Salem,OR,97304,2777-Islander-Ave-NW,Single family residence,Built in 2005,"Electric, forced air",Central air,2 Attached garage spaces,$175 annually HOA fee,"6,098 sqft",$236 price/sqft,2.5% buyers agency fee,659900
Salem,OR,97302,3038-13th-St-SE,Single family residence,Built in 1952,Natural gas,No data,1 Carport space,0,"6,316 sqft",$414 price/sqft,3.0% buyers agency fee,295000
Salem,OR,97302,260-Miller-St-S,Single family residence,Built in 1910,"Natural gas, forced air",No data,1 Garage space,0,"4,500 sqft",$163 price/sqft,1% buyers agency fee,490000
Salem,OR,97304,791-Rosemont-Ave-NW,Single family residence,Built in 1936,"Natural gas, forced air",No data,1 Carport space,0,"5,091 sqft",$323 price/sqft,2.5% buyers agency fee,230000
Salem,OR,97304,2326-Margarett-St-NW,Single family residence,Built in 1999,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"5,227 sqft",$267 price/sqft,2.5% buyers agency fee,425000
Salem,OR,97302,240-Miller-St-S,Single family residence,Built in 1935,"Oil, zoned",No data,2 Garage spaces,0,"5,000 sqft",$309 price/sqft,2% buyers agency fee,424424
Salem,OR,97304,2831-Cleveland-Ave-NW,Single family residence,Built in 1999,"Natural gas, forced air",Central air,3 Attached garage spaces,$150 annually HOA fee,"7,405 sqft",$265 price/sqft,2.5% buyers agency fee,584900
Salem,OR,97306,7281-Rainbow-Dr-SE,Single family residence,Built in 1947,No data,No data,4 Garage spaces,0,4.93 Acres,$427 price/sqft,2.5% buyers agency fee,569000
Salem,OR,97301,1995-Trade-St-SE,Single family residence,Built in 1904,"Natural gas, forced air",No data,No garage,0,"8,712 sqft",$231 price/sqft,2.5% buyers agency fee,430000
Salem,OR,97306,2244-Tuscana-Ave-S,Single family residence,Built in 2011,"Natural gas, forced air",Central air,2 Attached garage spaces,$50 monthly HOA fee,"6,970 sqft",$303 price/sqft,2% buyers agency fee,579900
Salem,OR,97302,2010-Church-St-SE,Single family residence,Built in 1920,"Natural gas, forced air",No data,1 Attached garage space,0,"3,049 sqft",$245 price/sqft,2.5% buyers agency fee,399000
Salem,OR,97305,4444-Indian-Earth-Ave-NE,Single family residence,Built in 1996,Forced air,Central air,2 Attached garage spaces,0,"6,000 sqft",$312 price/sqft,2.5% buyers agency fee,425000
Salem,OR,97301,1060-15th-St-NE,Single family residence,Built in 1928,"Oil, forced air",No data,1 Garage space,0,"7,800 sqft",$179 price/sqft,2.5% buyers agency fee,285000
Salem,OR,97306,6076-Belknap-Springs-St-SE,Single family residence,Built in 2021,"Natural gas, forced air",Central air,1 Attached garage space,$170 monthly HOA fee,"2,840 sqft",$254 price/sqft,2.25% buyers agency fee,389000
Salem,OR,97301,880-Norway-St-NE,Single family residence,Built in 1921,"Natural gas, forced air",No data,1 Garage space,0,"6,098 sqft",$462 price/sqft,2.5% buyers agency fee,400000
Salem,OR,97302,3550-16th-Ct-S,Single family residence,Built in 1975,Forced air,Central air,2 Attached garage spaces,0,0.31 Acres,$278 price/sqft,2.5% buyers agency fee,525000
Salem,OR,97302,3860-Shropshire-Way-S,Single family residence,Built in 2001,"Natural gas, forced air",Central air,3 Attached garage spaces,0,5 Acres,$361 price/sqft,2.25% buyers agency fee,1800000
Salem,OR,97301,1545-Trade-St-SE,Single family residence,Built in 1910,"Natural gas, forced air",Central air,1 Attached garage space,0,"4,356 sqft",$267 price/sqft,2.5% buyers agency fee,389900
Salem,OR,97302,775-Boxwood-Ln-SE,Single family residence,Built in 1946,Electric,No data,2 Attached garage spaces,0,0.42 Acres,$274 price/sqft,2.5% buyers agency fee,439000
Salem,OR,97301,368-Burma-Ct-NE,Single family residence,Built in 1997,"Natural gas, electric, forced air",No data,2 Attached garage spaces,0,"5,227 sqft",$287 price/sqft,2.5% buyers agency fee,385000
Salem,OR,97301,1149-45th-Ave-NE,Single family residence,Built in 1979,"Natural gas, electric, forced air",Central air,2 Attached garage spaces,0,1.09 Acres,$219 price/sqft,2.5% buyers agency fee,575000
Salem,OR,97304,1790-Fair-Oaks-Way-NW,Single family residence,Built in 1947,"Natural gas, electric, forced air",No data,2 Attached garage spaces,0,0.29 Acres,$202 price/sqft,2.5% buyers agency fee,469800
Salem,OR,97305,4950-Armstrong-Ave-NE,Single family residence,Built in 2021,Natural gas,Central air,2 Attached garage spaces,0,"4,860 sqft",$237 price/sqft,2% buyers agency fee,460000
Salem,OR,97302,3235-Sumac-Dr-S,Single family residence,Built in 1964,"Natural gas, forced air",Central air,2 Attached garage spaces,0,0.35 Acres,$240 price/sqft,2.5% buyers agency fee,989000
Salem,OR,97306,8588-Skyline-Rd-S,Single family residence,Built in 1977,"Electric, heat pump, forced air",Central air,2 Attached garage spaces,0,3 Acres,$331 price/sqft,2.5% buyers agency fee,799000
Salem,OR,97304,2885-Doaks-Ferry-Rd-NW,Single family residence,Built in 1981,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"8,423 sqft",$266 price/sqft,2.5% buyers agency fee,460000
Salem,OR,97304,2650-Hoo-Doo-Dr-NW,Single family residence,Built in 1991,Natural gas,Central air,3 Attached garage spaces,0,1.21 Acres,$177 price/sqft,2.00% buyers agency fee,1300000
Salem,OR,97301,1561-Chemeketa-St-NE,Single family residence,Built in 1910,Natural gas,No data,No garage,0,"6,098 sqft",$288 price/sqft,2.5% buyers agency fee,749000
Salem,OR,97304,2570-Dalke-Ridge-Dr-NW,Single family residence,Built in 2005,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"6,283 sqft",$236 price/sqft,2.5% buyers agency fee,557500
Salem,OR,97306,756-Jordan-Elizabeth-St-SE,"Residential, single family residence",Built in 2023,Forced air,Central air,2 Attached garage spaces,0,"6,534 sqft",$341 price/sqft,2.5% buyers agency fee,719900
Salem,OR,97304,1305-W-Meadows-Dr-NW,Single family residence,Built in 2005,"Natural gas, heat pump, forced air",Central air,3 Attached garage spaces,$15 monthly HOA fee,0.33 Acres,$197 price/sqft,2% buyers agency fee,639900
Salem,OR,97302,1240-Panorama-Ct-SE,Single family residence,Built in 1980,"Natural gas, forced air",Central air,2 Attached garage spaces,0,0.30 Acres,$268 price/sqft,2.5% buyers agency fee,535000
Salem,OR,97304,1674-Sunrise-Cres-NW,Single family residence,Built in 1976,Heat pump,Central air,2 Attached garage spaces,"$1,215 annually HOA fee","4,356 sqft",$270 price/sqft,2.5% buyers agency fee,407000
Salem,OR,97306,5485-Mallard-St-SE,Single family residence,Built in 1997,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"6,970 sqft",$252 price/sqft,2.5% buyers agency fee,485000
Salem,OR,97304,2710-Harding-Ave-NW,Single family residence,Built in 1999,"Natural gas, heat pump",Central air,2 Attached garage spaces,$150 annually HOA fee,"8,540 sqft",$249 price/sqft,2.5% buyers agency fee,559900
Salem,OR,97301,1720-23rd-St-NE,Single family residence,Built in 1941,"Natural gas, forced air",No data,1 Carport space,0,"6,517 sqft",$281 price/sqft,2.5% buyers agency fee,384900
Salem,OR,97306,335-Khartoum-St-SE,Single family residence,Built in 1992,Electric,No data,2 Attached garage spaces,0,"8,276 sqft",$262 price/sqft,2.5% buyers agency fee,468000
Salem,OR,97302,4520-Redinger-Ct-S,Single family residence,Built in 1973,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"8,276 sqft",$246 price/sqft,2.5% buyers agency fee,514900
Salem,OR,97306,1154-Thunderbird-Ave-S,Single family residence,Built in 2022,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,840 sqft",$200 price/sqft,2.25% buyers agency fee,699900
Salem,OR,97305,4924-Skylab-Ave-NE,Single family residence,Built in 2020,No data,Central air,2 Attached garage spaces,$15 monthly HOA fee,"4,680 sqft",$251 price/sqft,2.25% buyers agency fee,452900
Salem,OR,97306,528-Creekside-Dr-SE,Single family residence,Built in 1997,"Natural gas, forced air",Central air,2 Attached garage spaces,$49 monthly HOA fee,"5,200 sqft",$257 price/sqft,2.5% buyers agency fee,619000
Salem,OR,97302,1822-Skyway-St-S,Single family residence,Built in 1990,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"9,776 sqft",$243 price/sqft,2.25% buyers agency fee,564900
Salem,OR,97306,756-Jordan-Elizabeth-Ave,Single family residence,Built in 2023,No data,Central air,3 Attached garage spaces,0,"6,699 sqft",$341 price/sqft,2.5% buyers agency fee,719900
Salem,OR,97306,6695-Devon-Ave-SE,"Residential, single family residence",Built in 2023,Forced air,Central air,2 Attached garage spaces,0,"5,662 sqft",$391 price/sqft,2.5% buyers agency fee,627000
Salem,OR,97302,1513-Leslie-Wind-Ln-SE,Single family residence,Built in 2023,"Electric, heat pump, zoned",No data,2 Attached garage spaces,$75 monthly HOA fee,"5,200 sqft",$395 price/sqft,2.5% buyers agency fee,729000
Salem,OR,97306,5933-Ballymeade-St-SE,Single family residence,Built in 2001,"Natural gas, forced air",Central air,3 Attached garage spaces,$49 monthly HOA fee,"6,098 sqft",$228 price/sqft,2.5% buyers agency fee,579000
Salem,OR,97306,5725-Skyline-Rd-S,Single family residence,Built in 1961,"Electric, heat pump",Central air,2 Attached garage spaces,0,0.90 Acres,$390 price/sqft,2.5% buyers agency fee,499999
Salem,OR,97306,1950-Kari-Dawn-Ave-SE,Single family residence,Built in 2019,No data,No data,2 Attached garage spaces,0,$138 monthly HOA fee,"2,178 sqft",$261 price/sqft,399900
Salem,OR,97304,1642-Sunrise-Cres-NW,Single family residence,Built in 1971,"Natural gas, heat pump, forced air",Central air,2 Attached garage spaces,"$1,215 annually HOA fee","5,000 sqft",$340 price/sqft,2.25% buyers agency fee,435000
Salem,OR,97306,6683-Devon-Ave-SE,"Residential, single family residence",Built in 2023,Forced air,Central air,2 Attached garage spaces,0,"5,662 sqft",$391 price/sqft,2.5% buyers agency fee,639900
Salem,OR,97306,5862-Verona-St-S,"Residential, single family residence",Built in 2022,Forced air 95 plus,Central air,2 Attached garage spaces,0,"9,147 sqft",$254 price/sqft,2.5% buyers agency fee,669900
Salem,OR,97306,5692-Mount-Rushmore-St-SE,Single family residence,Built in 2018,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"5,319 sqft",$278 price/sqft,2.5% buyers agency fee,589000
Salem,OR,97306,5361-Lone-Fir-Ave-SE,Single family residence,Built in 2009,Forced air,Central air,2 Attached garage spaces,0,"4,460 sqft",$230 price/sqft,2.5% buyers agency fee,584900
Salem,OR,97301,995-Park-Ave-NE,Single family residence,Built in 2022,"Natural gas, forced air",Central air,2 Attached garage spaces,$150 annually HOA fee,"6,285 sqft",$288 price/sqft,2.5% buyers agency fee,479900
Salem,OR,97301,156-Front-St-NE-UNIT-640,"Residential, condominium",Built in 2011,Forced air,Central air,2 Garage spaces,0,$762 monthly HOA fee,$524 price/sqft,2.5% buyers agency fee,1450000
Salem,OR,97304,1994-Banyan-Ct-NW,Single family residence,Built in 1979,"Electric, heat pump, forced air",No data,3 Attached garage spaces,"$1,215 annually HOA fee","6,178 sqft",$209 price/sqft,2.5% buyers agency fee,480000
Salem,OR,97306,514-Evelyn-Valley-St,Single family residence,Built in 2023,"Natural gas, forced air",No data,2 Attached garage spaces,0,"10,698 sqft",$329 price/sqft,2.5% buyers agency fee,499900
Salem,OR,97305,5181-Gemini-Ave-NE,Single family residence,Built in 2019,Forced air,No data,2 Attached garage spaces,$15 monthly HOA fee,"5,040 sqft",$223 price/sqft,2.5% buyers agency fee,484000
Salem,OR,97301,424-Lost-Lake-St,Single Family Residence,2023,Forced Air,Central Air,2 Attached Garage spaces,$35 monthly,"3,696 sqft",$236,2.5%,439995
Salem,OR,97306,530-Evelyn-Valley-St,Single family residence,Built in 2023,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,209 sqft",$279 price/sqft,2.5% buyers agency fee,529900
Salem,OR,97302,1625-Corina-Dr-SE,Single family residence,Built in 1957,Forced air,No data,2 Attached garage spaces,0,"8,232 sqft",$203 price/sqft,2.25% buyers agency fee,599900
Salem,OR,97306,5690-Jeremy-Valley-Dr,Single family residence,Built in 2023,"Natural gas, forced air",No data,2 Attached garage spaces,0,"5,860 sqft",$206 price/sqft,2.5% buyers agency fee,599900
Salem,OR,97306,5651-Jeremy-Valley-Dr,Single family residence,Built in 2023,"Natural gas, forced air",No data,2 Attached garage spaces,0,"5,546 sqft",$279 price/sqft,2.5% buyers agency fee,539900
Salem,OR,97302,2126-Audubon-Ave-SE,Single family residence,Built in 2023,Heat pump,No data,1 Attached garage space,$150 monthly HOA fee,"1,200 sqft",$243 price/sqft,2.5% buyers agency fee,362900
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
Salem,OR,97302,3850-Shaniko-Way-SE,Single family residence,Built in 1959,Forced air,No data,2 Attached garage spaces,0,"9,760 sqft",$216 price/sqft,2.5% buyers agency fee,350000
Salem,OR,97304,501-Kingwood-Dr-NW,Single family residence,Built in 1961,Electric,No data,2 Carport spaces,0,"7,236 sqft",$162 price/sqft,2.25% buyers agency fee,399900
Salem,OR,97305,3056-Hollyridge-Loop-NE,Single family residence,Built in 2004,"Electric, heat pump",No data,2 Attached garage spaces,0,$160 monthly HOA fee,"4,791 sqft",$320 price/sqft,425000
Salem,OR,97306,2556-Dragonfly-Ct-SE,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"7,841 sqft",$291 price/sqft,2.5% buyers agency fee,620000
Salem,OR,97302,691-Salem-Heights-Ave-S,Single family residence,Built in 1954,"Natural gas, forced air",No data,2 Attached garage spaces,0,0.38 Acres,$206 price/sqft,2.25% buyers agency fee,499900
Salem,OR,97306,5623-Hawk-Hill-St-SE,Single family residence,Built in 2010,"Natural gas, forced air",No data,2 Attached garage spaces,0,"6,669 sqft",$247 price/sqft,2.5% buyers agency fee,360000
Salem,OR,97301,2932-Fredrick-St-NE,Single family residence,Built in 1947,"Electric, heat pump, zoned",No data,No garage,0,"6,969 sqft",$258 price/sqft,2.5% buyers agency fee,416000
